id,s,h,timing,n
0.045007336880080406,0.045007336880080406,0.0013698441907763481,L,47
0.04734171556774527,0.04734171556774527,0.13347018114291131,E,33
0.04817098715808242,0.04817098715808242,0.28019231744110584,E,1
0.04883766490034759,0.04883766490034759,0.1758303998503834,L,116
0.04940338498912752,0.04940338498912752,0.10616026120260358,E,10
0.04947509027551859,0.04947509027551859,0.6205350519157946,L,1
0.05019736376125365,0.05019736376125365,0.025668253656476736,E,6
0.05089525958988815,0.05089525958988815,0.2338324491865933,L,2
0.05123290832620114,0.05123290832620114,0.36711600818671286,E,12
0.051561418920755386,0.051561418920755386,0.16805196274071932,L,46
0.05241456504445523,0.05241456504445523,0.634128435747698,E,1
0.05362618010025472,0.05362618010025472,0.8857124301139265,E,2
0.05374282061122358,0.05374282061122358,0.33011573529802263,E,3
0.0539186711423099,0.0539186711423099,0.6200133285019547,L,6
0.05432579681742937,0.05432579681742937,0.8937077329028398,E,2
0.054539965754374864,0.054539965754374864,0.8953950586728752,L,1
0.05465902582276612,0.05465902582276612,0.6449092128314078,L,6
0.05467889019753784,0.05467889019753784,0.15375802549533546,E,12
0.054856892181560396,0.054856892181560396,0.5517348151188344,L,4
0.05658709318842739,0.05658709318842739,0.43879265198484063,L,2
0.056877470882609485,0.056877470882609485,0.9077447564341128,L,1
0.05712352577131241,0.05712352577131241,0.9399256792385131,E,3
0.05762684733606875,0.05762684733606875,0.5491115781478584,L,7
0.05802090457174927,0.05802090457174927,0.8629669526126236,E,4
0.05877230196259915,0.05877230196259915,0.375116637442261,L,5
0.058866757568903263,0.058866757568903263,0.8568656602874398,E,2
0.058890862558037035,0.058890862558037035,0.16678367997519672,E,4
0.059848142289556566,0.059848142289556566,0.49162148078903556,L,2
0.06021415031980723,0.06021415031980723,0.9269829087425023,E,2
0.06032453703694045,0.06032453703694045,0.2330599226988852,L,6
0.06112888266798108,0.06112888266798108,0.6152877875138074,L,2
0.061298635476268834,0.061298635476268834,0.9652140536345541,E,7
0.06331379344686866,0.06331379344686866,0.7671228242106736,L,22
0.06361832568887621,0.06361832568887621,0.22453551460057497,E,2
0.06495069158263504,0.06495069158263504,0.7467561210505664,E,1
0.06558050028048455,0.06558050028048455,0.09951006341725588,E,9
0.0656151498761028,0.0656151498761028,0.1583080547861755,E,1
0.06642016223166138,0.06642016223166138,0.49179732520133257,E,18
0.06690853383392095,0.06690853383392095,0.18506370019167662,L,3
0.06714816585183143,0.06714816585183143,0.8744793708901852,L,2
0.0682522185286507,0.0682522185286507,0.925745471380651,L,2
0.06836107123177498,0.06836107123177498,0.7010337868705392,L,1
0.06843303024768829,0.06843303024768829,0.7943553349468857,L,2
0.06887548228260129,0.06887548228260129,0.25359169696457684,E,1
0.06920936569105833,0.06920936569105833,0.4443060103803873,L,7
0.06928733937442302,0.06928733937442302,0.26011669635772705,E,1
0.06963101487141103,0.06963101487141103,0.5976939047686756,E,1
0.07049709253013134,0.07049709253013134,0.134566382272169,E,1
0.07062702965456992,0.07062702965456992,0.10301217739470303,E,2
0.07084942951332777,0.07084942951332777,0.7978320091497153,L,1
0.07149414071347564,0.07149414071347564,0.6647764688823372,L,4
0.07310850027482957,0.07310850027482957,0.7108953248243779,E,7
0.07338510720990599,0.07338510720990599,0.28842773335054517,L,3
0.07363266850356012,0.07363266850356012,0.3277824828401208,L,14
0.07408710720483214,0.07408710720483214,0.171223565004766,E,2
0.07420349969062955,0.07420349969062955,0.3954432539176196,L,1
0.07506470378022641,0.07506470378022641,0.04992861393839121,E,1
0.07551018208730965,0.07551018208730965,0.10123786167241633,E,20
0.07662569389212877,0.07662569389212877,0.5754969120025635,E,20
0.07686254994478077,0.07686254994478077,0.010005001677200198,E,7
0.07686992863658816,0.07686992863658816,0.944624200463295,L,5
0.07715442605782301,0.07715442605782301,0.41135458112694323,L,12
0.07756158504635095,0.07756158504635095,0.7393898533191532,E,3
0.07845407156739384,0.07845407156739384,0.9321974259801209,E,7
0.07876163464505226,0.07876163464505226,0.9543047235347331,L,1
0.07935434521175921,0.07935434521175921,0.17262544087134302,L,50
0.0795112267229706,0.0795112267229706,0.8457754829432815,L,1
0.08057868621777743,0.08057868621777743,0.8207353937905282,E,2
0.08092850187793374,0.08092850187793374,0.4614438726566732,E,1
0.08215727721806615,0.08215727721806615,0.9803322998341173,E,1
0.08219876359216868,0.08219876359216868,0.8813150697387755,E,1
0.08291406316682697,0.08291406316682697,0.12745673395693302,L,11
0.08303131472785026,0.08303131472785026,0.4890305532608181,E,3
0.08306425917893648,0.08306425917893648,0.658231251873076,L,5
0.08389297242742032,0.08389297242742032,0.16511269169859588,E,3
0.08476460749283433,0.08476460749283433,0.9551185185555369,E,4
0.08518480731174351,0.08518480731174351,0.14103829441592097,E,6
0.08724926935508848,0.08724926935508848,0.7073453762568533,L,12
0.08786322771571577,0.08786322771571577,0.6534190012607723,L,1
0.0881853549135849,0.0881853549135849,0.42309523560106754,E,2
0.08872629872523248,0.08872629872523248,0.10910045425407588,E,3
0.08903503872454167,0.08903503872454167,0.8134427298791707,E,1
0.08958542346488685,0.08958542346488685,0.7727992818690836,L,1
0.08974451689515263,0.08974451689515263,0.915684807812795,E,7
0.09054831308312715,0.09054831308312715,0.5035430933348835,L,2
0.0910894115967676,0.0910894115967676,0.054974914994090796,E,19
0.09129115417599679,0.09129115417599679,0.6205273263622075,E,7
0.09282029096502811,0.09282029096502811,0.059230607468634844,L,34
0.09425227125175298,0.09425227125175298,0.7904697887133807,E,2
0.09442016603890807,0.09442016603890807,0.5664245844818652,L,2
0.09456000751350076,0.09456000751350076,0.046297538094222546,E,4
0.0951143319066614,0.0951143319066614,0.49230886716395617,E,1
0.09748239980544895,0.09748239980544895,0.990264545660466,E,1
0.09880579024553299,0.09880579024553299,0.590643179602921,L,5
0.09905900637619197,0.09905900637619197,0.3971035946160555,L,6
0.09970860643312335,0.09970860643312335,0.8337033253628761,E,1
0.09973272762261332,0.09973272762261332,0.2760581255424768,E,1
0.10089437667280436,0.10089437667280436,0.8967155206482857,E,1
0.10089449053164572,0.10089449053164572,0.12451969552785158,E,3
0.10170535212848336,0.10170535212848336,0.9120942130684853,E,2
0.10345449386164546,0.10345449386164546,0.22829462098889053,E,1
0.10349392187781632,0.10349392187781632,0.7167528904974461,L,1
0.10396847731433809,0.10396847731433809,0.34397232136689126,L,3
0.10399081623647362,0.10399081623647362,0.8975530846510082,E,2
0.10413561342284083,0.10413561342284083,0.03131268243305385,E,11
0.10631865682546049,0.10631865682546049,0.3021669655572623,L,17
0.10762625693809241,0.10762625693809241,0.49824499781243503,L,35
0.10794653569813818,0.10794653569813818,0.10306754149496555,E,2
0.10947724916972221,0.10947724916972221,0.9194784311112016,L,2
0.11161584518384189,0.11161584518384189,0.7994010725524276,E,8
0.11209780030418187,0.11209780030418187,0.17022811970673501,L,1
0.1125741708651185,0.1125741708651185,0.28145834524184465,E,9
0.11299680050928146,0.11299680050928146,0.5785531818401068,L,1
0.1140148947807029,0.1140148947807029,0.315382762812078,L,1
0.11438817722722888,0.11438817722722888,0.43817641842179,L,1
0.11466837584972382,0.11466837584972382,0.09196867840364575,L,2
0.11669844636227936,0.11669844636227936,0.7551338067278266,L,2
0.11681566552259028,0.11681566552259028,0.21148591162636876,L,17
0.11682082796003669,0.11682082796003669,0.28423375240527093,L,3
0.11719672345556319,0.11719672345556319,0.3293851134367287,L,2
0.11924645960330964,0.11924645960330964,0.20338506577536464,E,14
0.12012815531808883,0.12012815531808883,0.005528579233214259,L,5
0.12056157690938563,0.12056157690938563,0.021113232243806124,L,2
0.12338992659002543,0.12338992659002543,0.7351772582624108,L,3
0.12401973254978657,0.12401973254978657,0.2932983150240034,E,2
0.12403521370142699,0.12403521370142699,0.1603839984163642,L,11
0.12619182428345083,0.12619182428345083,0.9933739146217704,L,1
0.12661779667716472,0.12661779667716472,0.5661399750970304,L,4
0.12760296178516,0.12760296178516,0.21843691542744637,E,1
0.12825845694635063,0.12825845694635063,0.7074003724846989,L,21
0.12838848534040154,0.12838848534040154,0.49319592118263245,E,2
0.1292090721707791,0.1292090721707791,0.5298164731357247,E,7
0.12932743014767764,0.12932743014767764,0.3244672913569957,L,4
0.12964855566155165,0.12964855566155165,0.4332120001781732,E,1
0.1298567302385345,0.1298567302385345,0.39888458233326674,E,1
0.13025258297566325,0.13025258297566325,0.20743636786937714,E,3
0.13276847798377275,0.13276847798377275,0.4407049147412181,E,2
0.1329012227896601,0.1329012227896601,0.15990521083585918,E,4
0.13340064029674978,0.13340064029674978,0.39810568699613214,E,1
0.1353625486092642,0.1353625486092642,0.9745572716929018,E,1
0.1357752994587645,0.1357752994587645,0.8878796438220888,L,5
0.13597904198337346,0.13597904198337346,0.26573871658183634,E,8
0.13610302057117224,0.13610302057117224,0.2644866658374667,E,2
0.1363023472437635,0.1363023472437635,0.11836868966929615,L,3
0.13809884877875447,0.13809884877875447,0.7251494356896728,E,1
0.1420131411915645,0.1420131411915645,0.503620637813583,L,1
0.14344821848440914,0.14344821848440914,0.51238101744093,L,11
0.1434821550361812,0.1434821550361812,0.9017116946633905,L,2
0.14408135966397823,0.14408135966397823,0.15662116184830666,L,13
0.1452018128056079,0.1452018128056079,0.5310201209504157,E,4
0.14567768731620162,0.14567768731620162,0.9105589976534247,E,1
0.14643774322699754,0.14643774322699754,0.03931687748990953,E,4
0.1465278270188719,0.1465278270188719,0.12941169925034046,E,2
0.14763932113535702,0.14763932113535702,0.47913996293209493,E,2
0.14933243952691555,0.14933243952691555,0.8570005586370826,E,1
0.14964588310569524,0.14964588310569524,0.18679367820732296,L,6
0.15200317480135708,0.15200317480135708,0.7564437040127814,L,1
0.15225405808072537,0.15225405808072537,0.5374448196962476,L,6
0.15460728736594317,0.15460728736594317,0.02714790985919535,L,1
0.15477145264856515,0.15477145264856515,0.5166098291520029,E,2
0.15487940018530935,0.15487940018530935,0.8053632115479559,L,2
0.15608446961268782,0.15608446961268782,0.3082823792938143,L,1
0.15636509788688271,0.15636509788688271,0.8795705786906183,L,8
0.15657275405246762,0.15657275405246762,0.17979571293108165,E,7
0.15843218552879987,0.15843218552879987,0.18383208336308599,L,3
0.15944890573620796,0.15944890573620796,0.8668839063029736,L,2
0.1594951217016205,0.1594951217016205,0.05303798941895366,L,4
0.16120747721754014,0.16120747721754014,0.33888167096301913,E,4
0.16152523054741322,0.16152523054741322,0.5665501246694475,E,1
0.1616344916820526,0.1616344916820526,0.7667396869510412,L,19
0.1618134946655482,0.1618134946655482,0.3221473484300077,L,27
0.1632980859512463,0.1632980859512463,0.172376471105963,L,5
0.1650739516550675,0.1650739516550675,0.24270692490972579,L,2
0.16524657534901052,0.16524657534901052,0.8636677749454975,E,1
0.16538223918527364,0.16538223918527364,0.14526533335447311,E,15
0.16540023481473326,0.16540023481473326,0.44933716859668493,E,8
0.1705049868999049,0.1705049868999049,0.7546135995071381,L,3
0.1705962245678529,0.1705962245678529,0.08319698949344456,L,1
0.17066773179918526,0.17066773179918526,0.18604730069637299,E,16
0.17092123702634124,0.17092123702634124,0.65447584586218,L,3
0.17253521553706377,0.17253521553706377,0.9395975116640329,L,1
0.17260274957399815,0.17260274957399815,0.13305700616911054,E,1
0.1730248313723132,0.1730248313723132,0.8339403078425676,L,1
0.1735135539062321,0.1735135539062321,0.33313270355574787,L,2
0.17413134376518427,0.17413134376518427,0.8738947114907205,E,2
0.17666301335673779,0.17666301335673779,0.4885896882042289,L,2
0.177745590521954,0.177745590521954,0.35249655810184777,L,1
0.17958395218010992,0.17958395218010992,0.2461582631804049,L,2
0.18069428580347446,0.18069428580347446,0.3043800783343613,L,1
0.18183560135308652,0.18183560135308652,0.264979827683419,L,3
0.18237933801487086,0.18237933801487086,0.30231921607628465,E,4
0.1829069612547755,0.1829069612547755,0.09631813713349402,E,3
0.1834907550085336,0.1834907550085336,0.92222791002132,E,1
0.1846103744022548,0.1846103744022548,0.029508904088288546,E,3
0.1846562926005572,0.1846562926005572,0.4402974769473076,E,1
0.1861498303618282,0.1861498303618282,0.4123425306752324,L,1
0.18622816935181616,0.18622816935181616,0.25935388496145606,L,6
0.1870701374579221,0.1870701374579221,0.4660489612724632,L,2
0.18762384030502288,0.18762384030502288,0.8475194976199418,L,2
0.18796449797227976,0.18796449797227976,0.23283387417905033,E,2
0.189422040367499,0.189422040367499,0.038085754960775375,L,3
0.19041987917385994,0.19041987917385994,0.6389713792596012,L,2
0.19098279340658336,0.19098279340658336,0.5204953192733228,E,5
0.19531266077887266,0.19531266077887266,0.6546919434331357,E,4
0.19542189704254267,0.19542189704254267,0.4382153684273362,E,4
0.19623200201429425,0.19623200201429425,0.6067898124456406,L,3
0.1963072474207729,0.1963072474207729,0.21568571729585528,L,13
0.19650528491009026,0.19650528491009026,0.5726093230769038,E,2
0.19755019191186873,0.19755019191186873,0.4911210893187672,E,4
0.19929314830340444,0.19929314830340444,0.473242029780522,E,7
0.20286819225177166,0.20286819225177166,0.4008543584495783,E,13
0.20407808208372444,0.20407808208372444,0.6545506750699133,E,6
0.2052235846268013,0.2052235846268013,0.15674758702516556,E,4
0.207413492645137,0.207413492645137,0.530397413764149,E,1
0.21198419656604528,0.21198419656604528,0.9640568953473121,E,4
0.21246441756375134,0.21246441756375134,0.34811934758909047,E,4
0.21269123875070362,0.21269123875070362,0.2323349684011191,L,2
0.21491971023380754,0.21491971023380754,0.41357030044309795,E,1
0.22036344769876448,0.22036344769876448,0.15649034129455686,E,1
0.22105245660524814,0.22105245660524814,0.37773336470127106,E,3
0.22107806822750717,0.22107806822750717,0.5232246248051524,E,1
0.2217747257556766,0.2217747257556766,0.3821645805146545,E,1
0.22207828072831035,0.22207828072831035,0.544590603094548,L,4
0.22212476228829472,0.22212476228829472,0.5605198624543846,L,1
0.2237431215122342,0.2237431215122342,0.38464791025035083,L,1
0.22387532326392828,0.22387532326392828,0.04350968124344945,L,1
0.22509491802193224,0.22509491802193224,0.5982372215948999,E,9
0.22537458248902112,0.22537458248902112,0.11463000904768705,E,3
0.22661985321436076,0.22661985321436076,0.17335843807086349,E,1
0.22685922191943972,0.22685922191943972,0.08205653610639274,E,1
0.2278618434816599,0.2278618434816599,0.1942534155678004,L,3
0.22901007567066697,0.22901007567066697,0.29016663506627083,L,4
0.22916274623014032,0.22916274623014032,0.2146918459329754,E,2
0.22960335028357803,0.22960335028357803,0.013217309722676873,E,4
0.23039607090409844,0.23039607090409844,0.2005201205611229,L,4
0.23142406633123755,0.23142406633123755,0.10609599947929382,E,16
0.23270016177091746,0.23270016177091746,0.471867609070614,L,3
0.23492296883370725,0.23492296883370725,0.5866519112605602,L,1
0.2353462483175099,0.2353462483175099,0.8661364510189742,E,1
0.23569204332306978,0.23569204332306978,0.24000365333631635,L,1
0.23737941606435922,0.23737941606435922,0.6665629965718836,L,1
0.2389174107974395,0.2389174107974395,0.7073326930403709,L,2
0.23907687660772353,0.23907687660772353,0.8327566809020936,E,2
0.23908243355806916,0.23908243355806916,0.26047675241716206,E,5
0.23938905382063239,0.23938905382063239,0.6680607495363802,E,1
0.24008168521802872,0.24008168521802872,0.34321622201241553,E,7
0.24026951328851281,0.24026951328851281,0.8521247622556984,E,1
0.2406929623056203,0.2406929623056203,0.6718072530347854,L,2
0.24220220140647142,0.24220220140647142,0.9218030774500221,E,2
0.24274362803436814,0.24274362803436814,0.569245035527274,L,7
0.24339291868731378,0.24339291868731378,0.08548882999457419,E,1
0.24432617055252193,0.24432617055252193,0.1803374185692519,L,2
0.24746167100034652,0.24746167100034652,0.18155336054041982,L,1
0.24789760570041833,0.24789760570041833,0.721706070471555,L,1
0.24904765187297015,0.24904765187297015,0.6190870434511453,L,6
0.25024378052912655,0.25024378052912655,0.4910907940939069,L,2
0.25044227140024306,0.25044227140024306,0.018356672720983624,L,5
0.2507632045634091,0.2507632045634091,0.8075462020933628,E,2
0.25182160646189006,0.25182160646189006,0.6682549077086151,L,3
0.25236657982692123,0.25236657982692123,0.06307644722983241,L,4
0.25343895829748364,0.25343895829748364,0.9479195014573634,E,2
0.25360872068908064,0.25360872068908064,0.8971684060525149,E,1
0.2546658674022183,0.2546658674022183,0.6467200531624258,E,2
0.2548676102096215,0.2548676102096215,0.6742349248379469,L,4
0.2549151867767796,0.2549151867767796,0.21274496614933014,L,3
0.2556083242641762,0.2556083242641762,0.10302499821409583,L,4
0.25772130477707833,0.25772130477707833,0.5292043655645102,E,2
0.26307436063420025,0.26307436063420025,0.44842125941067934,E,8
0.26334815486799923,0.26334815486799923,0.3963575118687004,L,3
0.2636919832415879,0.2636919832415879,0.2733233501203358,L,1
0.26492314322851596,0.26492314322851596,0.4603896578773856,E,4
0.26523689872119577,0.26523689872119577,0.3914989964105189,L,1
0.2653551937220618,0.2653551937220618,0.0256920896936208,L,1
0.2653640507534146,0.2653640507534146,0.33291068603284657,L,1
0.26633484568912535,0.26633484568912535,0.9949062308296561,E,2
0.2663539851550013,0.2663539851550013,0.45062452065758407,L,1
0.26713505292776973,0.26713505292776973,0.4009988382458687,L,6
0.2673582155723125,0.2673582155723125,0.11550970491953194,E,2
0.2677259355923161,0.2677259355923161,0.699054648866877,E,3
0.26783362118527293,0.26783362118527293,0.7599487390834838,E,3
0.2693157007312402,0.2693157007312402,0.010134175652638078,E,2
0.2700274658901617,0.2700274658901617,0.5069869884755462,E,1
0.2701390071678907,0.2701390071678907,0.7454669906292111,E,1
0.27067598120775077,0.27067598120775077,0.12394987209700048,E,1
0.2707935243751854,0.2707935243751854,0.36683317087590694,E,1
0.2728907481022179,0.2728907481022179,0.7495054688770324,E,4
0.27298044764902446,0.27298044764902446,0.2825767321046442,L,3
0.27301741001661867,0.27301741001661867,0.5652260442730039,L,2
0.2742523907776922,0.2742523907776922,0.38902644510380924,E,1
0.2766656583547592,0.2766656583547592,0.3122868505306542,E,1
0.27685295523609965,0.27685295523609965,0.889849916100502,L,3
0.27785067151300613,0.27785067151300613,0.07978880614973605,E,5
0.2797456013923511,0.2797456013923511,0.4060162615496665,L,3
0.2801563509274274,0.2801563509274274,0.39396106894128025,E,11
0.28278694696724416,0.28278694696724416,0.5384562395047396,E,2
0.29056246262043717,0.29056246262043717,0.40940560842864215,E,1
0.29119877382181586,0.29119877382181586,0.017824402078986168,L,8
0.2916722826240584,0.2916722826240584,0.656063491711393,L,1
0.2930279275169596,0.2930279275169596,0.6038456442765892,E,4
0.2932371713174507,0.2932371713174507,0.844634521054104,E,2
0.29324358665850014,0.29324358665850014,0.5545248442795128,E,1
0.29367568871937694,0.29367568871937694,0.07386916712857783,L,5
0.29757171648554503,0.29757171648554503,0.6061843105126172,E,2
0.2996826724102721,0.2996826724102721,0.2773969427216798,E,1
0.30064032292459164,0.30064032292459164,0.005462731933221221,E,3
0.30152421390172096,0.30152421390172096,0.27468954399228096,E,1
0.30171650619711726,0.30171650619711726,0.7252276013605297,E,1
0.3018040663842112,0.3018040663842112,0.11301417392678559,L,4
0.30290372397284954,0.30290372397284954,0.29097174503840506,E,1
0.3032420193543658,0.3032420193543658,0.9800241237971932,E,1
0.30430562133900824,0.30430562133900824,0.568273259093985,E,1
0.30829075471498074,0.30829075471498074,0.03534112358465791,E,3
0.30872208189684897,0.30872208189684897,0.09260089928284287,L,4
0.3115271676378325,0.3115271676378325,0.016261130804196,E,6
0.3139481009496376,0.3139481009496376,0.11198513465933502,E,1
0.31487129216548054,0.31487129216548054,0.7573774931952357,L,4
0.31509923277422786,0.31509923277422786,0.3603372238576412,E,2
0.31685887096915394,0.31685887096915394,0.44337436300702393,L,2
0.31745392716489734,0.31745392716489734,0.12769433204084635,L,5
0.31759041174314917,0.31759041174314917,0.22982399887405336,E,1
0.317882618252188,0.317882618252188,0.40195146086625755,E,1
0.31853948975913227,0.31853948975913227,0.8411580435931683,E,2
0.3192813424021006,0.3192813424021006,0.42449287115596235,L,9
0.3201151140406728,0.3201151140406728,0.003322792472317815,L,1
0.320816469672136,0.320816469672136,0.7797172660939395,L,3
0.3209945553960279,0.3209945553960279,0.41198177612386644,L,3
0.3216874601459131,0.3216874601459131,0.4206420239061117,E,2
0.32377070205286146,0.32377070205286146,0.35234022908844054,L,1
0.3304627869417891,0.3304627869417891,0.008025223854929209,E,6
0.33207804299891,0.33207804299891,0.8377243846189231,E,1
0.33474260205868633,0.33474260205868633,0.18060518219135702,L,1
0.3406607737997547,0.3406607737997547,0.3357578166760504,E,3
0.3406754157273099,0.3406754157273099,0.7123229412827641,L,1
0.34070414306595925,0.34070414306595925,0.518030246719718,L,3
0.3412135849427432,0.3412135849427432,0.8624507635831833,L,3
0.34328037595842037,0.34328037595842037,0.6186212839093059,L,1
0.34356331768911336,0.34356331768911336,0.261209239019081,E,7
0.3447340991767123,0.3447340991767123,0.029103098902851343,L,2
0.34612447398249063,0.34612447398249063,0.26514985179528594,L,4
0.34661446333862844,0.34661446333862844,0.019009678158909082,E,5
0.34715646428056063,0.34715646428056063,0.3406446576118469,E,5
0.34787849339190874,0.34787849339190874,0.5354688016232103,L,2
0.34871593247167765,0.34871593247167765,0.36471868958324194,L,1
0.34925611737649886,0.34925611737649886,0.6693965310696512,L,2
0.3492933556064963,0.3492933556064963,0.5725157912820578,L,4
0.3515100934682414,0.3515100934682414,0.6060573735740036,L,2
0.3527989719016478,0.3527989719016478,0.9201285163871944,L,3
0.3538081678422168,0.3538081678422168,0.7281946749426425,E,4
0.3555538545642048,0.3555538545642048,0.05285160942003131,E,1
0.35606208620592955,0.35606208620592955,0.49726174329407513,E,2
0.35661035577300937,0.35661035577300937,0.36412463267333806,L,1
0.35697900651488457,0.35697900651488457,0.3846442415378988,L,9
0.35708810336422175,0.35708810336422175,0.38225073157809675,E,3
0.3597717850049958,0.3597717850049958,0.8601924604736269,L,1
0.3597956828121096,0.3597956828121096,0.4685961357317865,L,1
0.3603279957128689,0.3603279957128689,0.27383169904351234,E,2
0.36180536278057845,0.36180536278057845,0.9429048101883382,E,1
0.3622810620535165,0.3622810620535165,0.05992922140285373,E,4
0.36437792252749207,0.36437792252749207,0.28669543750584126,E,4
0.3646123206894845,0.3646123206894845,0.717658310662955,L,2
0.366130050374195,0.366130050374195,0.9271182571537793,E,1
0.3671400227909908,0.3671400227909908,0.9262931221164763,E,1
0.36785655039828274,0.36785655039828274,0.14023841102607548,E,4
0.3741603812016547,0.3741603812016547,0.08445927617140114,L,14
0.3750270019145683,0.3750270019145683,0.4397246013395488,L,2
0.3751479848055169,0.3751479848055169,0.830310737947002,L,1
0.37585168606601654,0.37585168606601654,0.2684295824728906,E,3
0.37835339344106617,0.37835339344106617,0.8257235265336931,E,1
0.3800445191888139,0.3800445191888139,0.20952894212678075,L,1
0.38007395979948344,0.38007395979948344,0.22259836900047958,E,4
0.3801663123257458,0.3801663123257458,0.3217450201045722,L,3
0.3811456888867542,0.3811456888867542,0.4398845254909247,L,1
0.3862987575074658,0.3862987575074658,0.6982228073757142,E,2
0.3879532948648557,0.3879532948648557,0.3164693189319223,E,2
0.38921744950115683,0.38921744950115683,0.09043961297720671,L,6
0.38984860602300614,0.38984860602300614,0.5737855383194983,E,2
0.3910212218016386,0.3910212218016386,0.8228965755552053,E,1
0.3922906461171806,0.3922906461171806,0.377227989025414,L,2
0.3949359226459637,0.3949359226459637,0.2768567483872175,E,3
0.3952938409941271,0.3952938409941271,0.2888224902562797,L,1
0.3967277598474175,0.3967277598474175,0.4505489291623235,L,1
0.3971947369398549,0.3971947369398549,0.26368912565521896,E,8
0.3980507945641875,0.3980507945641875,0.3263652396854013,L,2
0.39994242892600596,0.39994242892600596,0.4793626719620079,E,2
0.40051632791291925,0.40051632791291925,0.12789395148865879,E,3
0.4027702261973172,0.4027702261973172,0.14573953114449978,E,19
0.4058968908339739,0.4058968908339739,0.36042769998311996,L,3
0.4069190388452262,0.4069190388452262,0.7714067134074867,E,1
0.40980498124845327,0.40980498124845327,0.08353306446224451,L,3
0.41469040036201477,0.41469040036201477,0.3257582578808069,E,6
0.41697768050711603,0.41697768050711603,0.17628608760423958,L,5
0.4178096135193482,0.4178096135193482,0.12955785379745066,E,9
0.41790316510014236,0.41790316510014236,0.9640965932048857,L,1
0.42007795887067917,0.42007795887067917,0.5915789778809994,L,2
0.42228659701067955,0.42228659701067955,0.46450030198320746,E,2
0.42335854331962763,0.42335854331962763,0.27584829553961754,E,1
0.4344881896162406,0.4344881896162406,0.1652655298821628,E,3
0.43829505427274856,0.43829505427274856,0.8846808515954763,E,1
0.4389675661968067,0.4389675661968067,0.08815731527283788,E,1
0.43995124543551356,0.43995124543551356,0.29281397303566337,L,1
0.4412291553150863,0.4412291553150863,0.8028723075985909,L,2
0.4415139322495088,0.4415139322495088,0.3633013677317649,E,1
