ind,id,s,h,timing
143,0.2158424980379641,0.2158424980379641,0.4114463706500828,E
144,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
144,0.36190057592466474,0.36190057592466474,0.12055162619799376,L
146,0.46475943772587924,0.46475943772587924,0.3884627122897655,E
146,0.04126165047287941,0.04126165047287941,0.8387625385075808,L
149,0.04126165047287941,0.04126165047287941,0.8387625385075808,L
155,0.4118982990924269,0.4118982990924269,0.6173534202389419,E
155,0.19251541099045424,0.19251541099045424,0.03862420516088605,L
156,0.07081733409781009,0.07081733409781009,0.037121198838576674,L
156,0.3364788471674547,0.3364788471674547,0.5168124532792717,L
156,0.07571635420899839,0.07571635420899839,0.595765526406467,L
163,0.035013662753626704,0.035013662753626704,0.4949725712649524,L
163,0.6091741660842672,0.6091741660842672,0.09285433939658105,E
164,0.1759312110953033,0.1759312110953033,0.4621335230767727,E
164,0.04984686928335577,0.04984686928335577,0.6507445166353136,L
167,0.4520622698357329,0.4520622698357329,0.12579713389277458,L
168,0.7686178088048473,0.7686178088048473,0.23329862975515425,L
168,0.2338454393344,0.2338454393344,0.276838606223464,E
169,0.036553471926599745,0.036553471926599745,0.39760877238586545,L
169,0.06357234611175955,0.06357234611175955,0.03705538576468825,L
174,0.19251541099045424,0.19251541099045424,0.03862420516088605,L
175,0.04126165047287941,0.04126165047287941,0.8387625385075808,L
175,0.3086487330729142,0.3086487330729142,0.402246544836089,L
176,0.2577068460732698,0.2577068460732698,0.028302159858867526,E
176,0.6075722748646513,0.6075722748646513,0.2889606624376029,L
177,0.9516992522776127,0.9516992522776127,0.03288043779321015,E
177,0.7480381926428527,0.7480381926428527,0.6605017594993114,L
177,0.0776737969275564,0.0776737969275564,0.30314315133728087,E
177,0.13295751720201224,0.13295751720201224,0.15926639968529344,E
180,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
180,0.22913650667294858,0.22913650667294858,0.2678869045339525,E
186,0.12465128997340799,0.12465128997340799,0.2805555472150445,E
186,0.7276139896921814,0.7276139896921814,0.36293002287857234,L
190,0.39287221814040096,0.39287221814040096,0.37501872098073363,L
191,0.15834756810218095,0.15834756810218095,0.254214636515826,L
192,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
192,0.13329140266403555,0.13329140266403555,0.49734471063129604,E
192,0.2654934105975553,0.2654934105975553,0.7656566507648677,E
193,0.4520622698357329,0.4520622698357329,0.12579713389277458,L
195,0.04625100399833172,0.04625100399833172,0.21971382573246956,E
195,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
199,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
201,0.05247457002289593,0.05247457002289593,0.7701088208705187,L
202,0.0715920643368736,0.0715920643368736,0.06890352279879153,L
202,0.07975135889835655,0.07975135889835655,0.11246035294607282,L
202,0.04984686928335577,0.04984686928335577,0.6507445166353136,L
202,0.12465128997340799,0.12465128997340799,0.2805555472150445,E
207,0.5899105981783942,0.5899105981783942,0.15017914259806275,L
207,0.22955742934718726,0.22955742934718726,0.021973296534270048,L
207,0.14072435790672896,0.14072435790672896,0.017975283320993185,E
208,0.48986697951331737,0.48986697951331737,0.21396587556228042,L
209,0.16419560165610164,0.16419560165610164,0.34602739405818284,L
210,0.21404864103998988,0.21404864103998988,0.3926738048903644,L
210,0.3595763596519828,0.3595763596519828,0.8045237411279231,L
210,0.07249607843812556,0.07249607843812556,0.6739054704084992,E
211,0.08157419650815427,0.08157419650815427,0.03793858736753464,L
211,0.27394842988345774,0.27394842988345774,0.23442689888179302,E
215,0.04126165047287941,0.04126165047287941,0.8387625385075808,L
215,0.0919677143637091,0.0919677143637091,0.7848028484731913,L
215,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
217,0.101518708281219,0.101518708281219,0.20184614532627165,E
217,0.04349144125822932,0.04349144125822932,0.39097184455022216,E
218,0.18206050747539848,0.18206050747539848,0.030421798583120108,E
219,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
219,0.12340403550304473,0.12340403550304473,0.49145554448477924,E
219,0.02724124501924962,0.02724124501924962,0.8967906695324928,L
219,0.5936566827492789,0.5936566827492789,0.707892750389874,L
224,0.12465128997340799,0.12465128997340799,0.2805555472150445,E
224,0.6467645162995904,0.6467645162995904,0.22757781320251524,L
224,0.10512124423403293,0.10512124423403293,0.4282586332410574,L
224,0.33967295160517097,0.33967295160517097,0.03899118537083268,L
224,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
225,0.04126165047287941,0.04126165047287941,0.8387625385075808,L
225,0.5737337811104953,0.5737337811104953,0.11230106721632183,L
226,0.41939801554661243,0.41939801554661243,0.6084387188311666,L
226,0.21752669163048266,0.21752669163048266,0.06571521167643368,L
226,0.22450637482572344,0.22450637482572344,0.055215090746060014,E
229,0.06002689701970666,0.06002689701970666,0.583562002517283,L
229,0.08157419650815427,0.08157419650815427,0.03793858736753464,L
229,0.44557792439591143,0.44557792439591143,0.20122965495102108,L
229,0.4279717560624704,0.4279717560624704,0.14724336564540863,L
230,0.31473339929711075,0.31473339929711075,0.2132005242165178,E
230,0.05848698516841978,0.05848698516841978,0.16455836896784604,L
231,0.2890891483798623,0.2890891483798623,0.08465152326971292,E
231,0.0715920643368736,0.0715920643368736,0.06890352279879153,L
231,0.07238111751619726,0.07238111751619726,0.5482185154687613,L
233,0.08157419650815427,0.08157419650815427,0.03793858736753464,L
233,0.05160719108767807,0.05160719108767807,0.006977474084123969,L
235,0.19251541099045424,0.19251541099045424,0.03862420516088605,L
235,0.20082960947882383,0.20082960947882383,0.4740368446800858,L
235,0.036963929170742635,0.036963929170742635,0.9967742341104895,L
235,0.39903521491214633,0.39903521491214633,0.782478763256222,L
236,0.6818193382723257,0.6818193382723257,0.561000351794064,E
236,0.048431964856572446,0.048431964856572446,0.7748897380661219,E
236,0.15627074564341453,0.15627074564341453,0.806371447397396,E
237,0.18653195044491439,0.18653195044491439,0.09681196045130491,L
237,0.02329408162739128,0.02329408162739128,0.018555602757260203,L
238,0.09494752345606684,0.09494752345606684,0.5853424358647317,L
240,0.21041901717893777,0.21041901717893777,0.7046309427823871,L
242,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
242,0.9240673999674618,0.9240673999674618,0.12006769655272365,L
242,0.04039755473379046,0.04039755473379046,0.3380510164424777,E
244,0.13729634679388256,0.13729634679388256,0.8822355670854449,E
244,0.08299093134701252,0.08299093134701252,0.217728161951527,E
244,0.3713578348094598,0.3713578348094598,0.17877528024837375,L
247,0.05848698516841978,0.05848698516841978,0.16455836896784604,L
248,0.1877851926581934,0.1877851926581934,0.7342175394296646,E
248,0.16419560165610164,0.16419560165610164,0.34602739405818284,L
250,0.0750202561635524,0.0750202561635524,0.2892214476596564,E
250,0.020038594040088356,0.020038594040088356,0.01638386258855462,E
251,0.03670898097101599,0.03670898097101599,0.00688253971748054,L
251,0.18645251005887983,0.18645251005887983,0.46575873834080994,E
253,0.36693516130093484,0.36693516130093484,0.39873493649065495,E
255,0.23708703933749348,0.23708703933749348,0.9746282850392163,L
255,0.9335816423501819,0.9335816423501819,0.22987852874211967,E
255,0.21752669163048266,0.21752669163048266,0.06571521167643368,L
260,0.2747828698437661,0.2747828698437661,0.1783107735682279,L
260,0.16419560165610164,0.16419560165610164,0.34602739405818284,L
264,0.02864433413837105,0.02864433413837105,0.7506630320567638,E
264,0.7189068043325096,0.7189068043325096,0.33237801562063396,L
264,0.3492199684493244,0.3492199684493244,0.4298389828763902,E
266,0.07081733409781009,0.07081733409781009,0.037121198838576674,L
266,0.4289193961257115,0.4289193961257115,0.18908209865912795,E
266,0.3364788471674547,0.3364788471674547,0.5168124532792717,L
269,0.0505166230397299,0.0505166230397299,0.5230468241497874,E
269,0.16504010728560387,0.16504010728560387,0.02327678049914539,E
270,0.12190355417784304,0.12190355417784304,0.3802411512006074,E
271,0.16419560165610164,0.16419560165610164,0.34602739405818284,L
271,0.04341403778176754,0.04341403778176754,0.9757020319812,E
273,0.020935328933410345,0.020935328933410345,0.3427362034562975,L
273,0.12340403550304473,0.12340403550304473,0.49145554448477924,E
273,0.19309528973419218,0.19309528973419218,0.4960357388481498,L
273,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
273,0.16471506995614618,0.16471506995614618,0.4324966936837882,E
274,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
274,0.1053158807894215,0.1053158807894215,0.13714339514262974,E
274,0.13661201568320394,0.13661201568320394,0.44323912216350436,L
276,0.0715920643368736,0.0715920643368736,0.06890352279879153,L
276,0.30881515841931106,0.30881515841931106,0.9080245026852936,E
276,0.13295751720201224,0.13295751720201224,0.15926639968529344,E
276,0.18925612293649463,0.18925612293649463,0.7379439843352884,E
278,0.04282081929966808,0.04282081929966808,0.47352670528925955,E
280,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
280,0.07727340170182288,0.07727340170182288,0.24109262065030634,L
281,0.046421905434690415,0.046421905434690415,0.6570597416721284,L
281,0.21337339445017278,0.21337339445017278,0.19002192234620452,E
281,0.27616902365814894,0.27616902365814894,0.27763090655207634,L
282,0.16419560165610164,0.16419560165610164,0.34602739405818284,L
282,0.22913650667294858,0.22913650667294858,0.2678869045339525,E
286,0.05848698516841978,0.05848698516841978,0.16455836896784604,L
289,0.1428512901207432,0.1428512901207432,0.6875693914480507,E
289,0.5450066149607301,0.5450066149607301,0.8298338099848479,E
292,0.6453172745928168,0.6453172745928168,0.14710281533189118,E
292,0.09588983634021134,0.09588983634021134,0.7402608781121671,E
294,0.3849498512782157,0.3849498512782157,0.16745976824313402,E
294,0.048431964856572446,0.048431964856572446,0.7748897380661219,E
295,0.6727037891652435,0.6727037891652435,0.09006786532700062,L
295,0.26063457763753833,0.26063457763753833,0.08426537946797907,E
296,0.8812562679778785,0.8812562679778785,0.03393742209300399,L
296,0.0750202561635524,0.0750202561635524,0.2892214476596564,E
297,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
297,0.9289239176455886,0.9289239176455886,0.16637827712111175,E
297,0.02724124501924962,0.02724124501924962,0.8967906695324928,L
297,0.847447681222111,0.847447681222111,0.08960524690337479,E
298,0.2577068460732698,0.2577068460732698,0.028302159858867526,E
307,0.11058611996937544,0.11058611996937544,0.772846112260595,L
307,0.2948234974173829,0.2948234974173829,0.8927087341435254,E
309,0.026253086952492594,0.026253086952492594,0.834747698623687,L
309,0.05988976693712175,0.05988976693712175,0.18016204214654863,E
310,0.04984686928335577,0.04984686928335577,0.6507445166353136,L
310,0.1759312110953033,0.1759312110953033,0.4621335230767727,E
313,0.08430198875255883,0.08430198875255883,0.37015718477778137,E
313,0.12520976850297302,0.12520976850297302,0.7824325133115053,L
314,0.03670898097101599,0.03670898097101599,0.00688253971748054,L
314,0.11899878011550755,0.11899878011550755,0.11089694825932384,L
317,0.23539953722152857,0.23539953722152857,0.2546413904055953,L
317,0.43376181424595417,0.43376181424595417,0.29624077398329973,E
319,0.07238111751619726,0.07238111751619726,0.5482185154687613,L
322,0.0715920643368736,0.0715920643368736,0.06890352279879153,L
322,0.16419560165610164,0.16419560165610164,0.34602739405818284,L
324,0.049088367237709464,0.049088367237709464,0.9105455901008099,L
324,0.35627272916957736,0.35627272916957736,0.8838191735558212,E
325,0.13295751720201224,0.13295751720201224,0.15926639968529344,E
326,0.05848698516841978,0.05848698516841978,0.16455836896784604,L
326,0.3080938099510968,0.3080938099510968,0.6939396513625979,L
326,0.7347268731286749,0.7347268731286749,0.17920855758711696,E
327,0.1886671277275309,0.1886671277275309,0.34226640104316175,E
327,0.10512124423403293,0.10512124423403293,0.4282586332410574,L
327,0.07975135889835655,0.07975135889835655,0.11246035294607282,L
330,0.101518708281219,0.101518708281219,0.20184614532627165,E
333,0.0715920643368736,0.0715920643368736,0.06890352279879153,L
333,0.45150105367414656,0.45150105367414656,0.06527005950920284,L
334,0.2577068460732698,0.2577068460732698,0.028302159858867526,E
336,0.5244694613013416,0.5244694613013416,0.1774176333565265,E
336,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
336,0.460251298439689,0.460251298439689,0.2458813029807061,E
336,0.1053158807894215,0.1053158807894215,0.13714339514262974,E
336,0.19622129973955452,0.19622129973955452,0.0233453547116369,L
337,0.18334272094536572,0.18334272094536572,0.34432194218970835,L
337,0.6493077748501673,0.6493077748501673,0.37980545684695244,L
337,0.23424646272324023,0.23424646272324023,0.5279394127428532,E
338,0.3458881666883826,0.3458881666883826,0.2515573163982481,E
338,0.21306787444278596,0.21306787444278596,0.40867739194072783,L
344,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
344,0.18334272094536572,0.18334272094536572,0.34432194218970835,L
345,0.2559110874729231,0.2559110874729231,0.6955913838464767,L
346,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
347,0.036367427948862316,0.036367427948862316,0.39010511664673686,E
347,0.8115342670679092,0.8115342670679092,0.9997515759896487,L
352,0.2725059825694189,0.2725059825694189,0.7040548871736974,L
352,0.12425960643216968,0.12425960643216968,0.04549664678052068,E
352,0.1646367081487551,0.1646367081487551,0.43073015310801566,E
355,0.9289239176455886,0.9289239176455886,0.16637827712111175,E
355,0.07081733409781009,0.07081733409781009,0.037121198838576674,L
355,0.5812735341209918,0.5812735341209918,0.07381801214069128,L
357,0.13747380914632232,0.13747380914632232,0.009045148268342018,E
357,0.9289239176455886,0.9289239176455886,0.16637827712111175,E
357,0.07722195895388723,0.07722195895388723,0.03875359985977411,E
357,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
357,0.3385794704593718,0.3385794704593718,0.5185201570857316,E
362,0.12465128997340799,0.12465128997340799,0.2805555472150445,E
362,0.07238111751619726,0.07238111751619726,0.5482185154687613,L
362,0.07978904731571675,0.07978904731571675,0.8641565854195505,L
365,0.2853309050993994,0.2853309050993994,0.85204979008995,E
368,0.2791234661871568,0.2791234661871568,0.28685709717683494,E
368,0.42254669464193284,0.42254669464193284,0.3565708177629858,E
368,0.5140934781637042,0.5140934781637042,0.23464679694734514,E
368,0.0750202561635524,0.0750202561635524,0.2892214476596564,E
368,0.33589325996581465,0.33589325996581465,0.5468580578453839,E
369,0.883552401275374,0.883552401275374,0.010782458120957017,E
369,0.4986280639143661,0.4986280639143661,0.10589927295222878,L
369,0.7885662625124678,0.7885662625124678,0.15937240468338132,E
371,0.05848698516841978,0.05848698516841978,0.16455836896784604,L
371,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
371,0.589179970100522,0.589179970100522,0.8411884082015604,L
373,0.07238111751619726,0.07238111751619726,0.5482185154687613,L
374,0.0750202561635524,0.0750202561635524,0.2892214476596564,E
374,0.020038594040088356,0.020038594040088356,0.01638386258855462,E
375,0.1680815304396674,0.1680815304396674,0.5895479947794229,E
375,0.9410795692354441,0.9410795692354441,0.29765523923560977,E
375,0.21404864103998988,0.21404864103998988,0.3926738048903644,L
375,0.5445979244681075,0.5445979244681075,0.21255713189020753,E
375,0.6440593395242468,0.6440593395242468,0.44145321869291365,L
376,0.0750202561635524,0.0750202561635524,0.2892214476596564,E
376,0.33274104942101984,0.33274104942101984,0.08076483267359436,L
377,0.16787245297804473,0.16787245297804473,0.5963565960992128,L
377,0.21337339445017278,0.21337339445017278,0.19002192234620452,E
377,0.18208088090643285,0.18208088090643285,0.8558076762128621,E
380,0.9907175475219264,0.9907175475219264,0.14310014038346708,L
380,0.31614313877653333,0.31614313877653333,0.4593741069547832,E
380,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
380,0.13661201568320394,0.13661201568320394,0.44323912216350436,L
380,0.3448159020766616,0.3448159020766616,0.22197732888162136,E
380,0.539910688190721,0.539910688190721,0.2117838403210044,E
382,0.3851567439734936,0.3851567439734936,0.12527192407287657,E
382,0.28047398081514985,0.28047398081514985,0.11623105220496655,E
382,0.12311912805307657,0.12311912805307657,0.46210676385089755,E
384,0.1428512901207432,0.1428512901207432,0.6875693914480507,E
384,0.19251541099045424,0.19251541099045424,0.03862420516088605,L
385,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
385,0.13747380914632232,0.13747380914632232,0.009045148268342018,E
385,0.9289239176455886,0.9289239176455886,0.16637827712111175,E
386,0.5108329960750416,0.5108329960750416,0.6243019718676805,L
390,0.28047398081514985,0.28047398081514985,0.11623105220496655,E
390,0.07081733409781009,0.07081733409781009,0.037121198838576674,L
391,0.06002689701970666,0.06002689701970666,0.583562002517283,L
391,0.11638263342436403,0.11638263342436403,0.13800622173584998,E
392,0.35558615693356843,0.35558615693356843,0.10609638574533165,E
392,0.04625100399833172,0.04625100399833172,0.21971382573246956,E
392,0.07238111751619726,0.07238111751619726,0.5482185154687613,L
393,0.36149138573091477,0.36149138573091477,0.7107019643299282,L
393,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
393,0.11899878011550755,0.11899878011550755,0.11089694825932384,L
393,0.23592354778200386,0.23592354778200386,0.13602617755532265,E
393,0.23539953722152857,0.23539953722152857,0.2546413904055953,L
395,0.5085785357980057,0.5085785357980057,0.20408814982511103,L
395,0.5019569594226777,0.5019569594226777,0.7324796782340854,L
395,0.11766876943409443,0.11766876943409443,0.41153255640529096,E
396,0.18604186890646815,0.18604186890646815,0.7856177415233105,E
396,0.2706115749804303,0.2706115749804303,0.2967358741443604,L
396,0.7960947859380394,0.7960947859380394,0.44849284598603845,L
397,0.060880951732397076,0.060880951732397076,0.09669174323789775,E
397,0.16419560165610164,0.16419560165610164,0.34602739405818284,L
398,0.04126165047287941,0.04126165047287941,0.8387625385075808,L
400,0.31204308691900223,0.31204308691900223,0.7393822236917913,E
400,0.2779144849441946,0.2779144849441946,0.43553294194862247,E
400,0.13334083907771854,0.13334083907771854,0.6364723490551114,E
400,0.42033853909000757,0.42033853909000757,0.17108498699963093,E
403,0.12268210998270661,0.12268210998270661,0.5540451451670378,L
404,0.05247457002289593,0.05247457002289593,0.7701088208705187,L
404,0.04126165047287941,0.04126165047287941,0.8387625385075808,L
404,0.38220093947369604,0.38220093947369604,0.018996016355231404,E
406,0.1428512901207432,0.1428512901207432,0.6875693914480507,E
406,0.19251541099045424,0.19251541099045424,0.03862420516088605,L
408,0.04602052495349199,0.04602052495349199,0.09550312138162553,E
410,0.08157419650815427,0.08157419650815427,0.03793858736753464,L
410,0.6776528587937355,0.6776528587937355,0.9046699481550604,L
415,0.6098162621818483,0.6098162621818483,0.3926392022985965,E
415,0.06493751590140164,0.06493751590140164,0.03774683969095349,E
415,0.33967295160517097,0.33967295160517097,0.03899118537083268,L
419,0.04984686928335577,0.04984686928335577,0.6507445166353136,L
420,0.46502359525766224,0.46502359525766224,0.12862010463140905,E
421,0.07978904731571675,0.07978904731571675,0.8641565854195505,L
423,0.05003128911834211,0.05003128911834211,0.7551394198089838,L
423,0.5140934781637042,0.5140934781637042,0.23464679694734514,E
423,0.33589325996581465,0.33589325996581465,0.5468580578453839,E
423,0.9589156238175929,0.9589156238175929,0.7500942228361964,E
424,0.11461309087928384,0.11461309087928384,0.3723395138513297,E
424,0.1428512901207432,0.1428512901207432,0.6875693914480507,E
425,0.539943927442655,0.539943927442655,0.008359372848644853,L
430,0.04602052495349199,0.04602052495349199,0.09550312138162553,E
434,0.03670898097101599,0.03670898097101599,0.00688253971748054,L
434,0.43376181424595417,0.43376181424595417,0.29624077398329973,E
435,0.7269394198665395,0.7269394198665395,0.24461095267906785,L
435,0.16265405836049465,0.16265405836049465,0.8554703381378204,E
435,0.19205898580607025,0.19205898580607025,0.05567253869958222,E
436,0.06357234611175955,0.06357234611175955,0.03705538576468825,L
436,0.02724124501924962,0.02724124501924962,0.8967906695324928,L
436,0.07238111751619726,0.07238111751619726,0.5482185154687613,L
436,0.12465128997340799,0.12465128997340799,0.2805555472150445,E
436,0.7595090558612719,0.7595090558612719,0.7950527532957494,L
442,0.3270078668091446,0.3270078668091446,0.14710038155317307,E
442,0.47537818571086976,0.47537818571086976,0.03707771166227758,L
442,0.36693516130093484,0.36693516130093484,0.39873493649065495,E
442,0.23181848545093087,0.23181848545093087,0.15639392659068108,L
447,0.05848698516841978,0.05848698516841978,0.16455836896784604,L
447,0.29151570047717545,0.29151570047717545,0.9372957691084594,L
450,0.062066092896275224,0.062066092896275224,0.19418947049416602,E
450,0.4939929701946676,0.4939929701946676,0.1922117411158979,L
450,0.28940881312359124,0.28940881312359124,0.22524359356611967,E
452,0.22158193626906722,0.22158193626906722,0.08197657973505557,E
452,0.19251541099045424,0.19251541099045424,0.03862420516088605,L
453,0.1907656671060249,0.1907656671060249,0.35750055126845837,E
453,0.08828973494935781,0.08828973494935781,0.370894318446517,L
454,0.02205371732823551,0.02205371732823551,0.11424062238074839,E
